Arquivo,Almoxarifado_Origem_Arquivo,Grupo,Data,Id_Produto,Descricao,Sistema,Contagem,Divergencia_Qtd,Valor,Obs,Prejuizo,Hipotese_Sugerida
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,281,297,16,-83.8848,LEVANTAR LOTES PARA AJUSTE,,Erro de lote (necessita ajuste)
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,1444,1446,2,-14.2312,LEVANTAR LOTES PARA AJUSTE,,Erro de lote (necessita ajuste)
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,1292,1180,-112,729.568,@Arthur VALIDAR,,Outros / não categorizado
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004009,MAGIO PF Xiba 81% 60g,614,621,7,-45.9088,LEVANTAR LOTES PARA AJUSTE,,Erro de lote (necessita ajuste)
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004008,MAGIO PF Sakaguchi Cupulate 58% 60g,380,263,-117,915.7122,@Arthur VALIDAR,,Outros / não categorizado
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004010,MAGIO PF Mocajuba 74% 60g,222,232,10,-65.599,LEVANTAR LOTES PARA AJUSTE,,Erro de lote (necessita ajuste)
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004007,MAGIO PF Sakaguchi 78% 60g,486,503,17,-116.49589999999999,LEVANTAR LOTES PARA AJUSTE,,Erro de lote (necessita ajuste)
Movimentados - Geral 08.05.xlsm,Geral,Produto Acabado,2026-05-08 00:00:00,05004149,Caixa de Bombons G (30 bombons),3,0,-3,164.71859999999998,Confirmação com Ativação,,Outros / não categorizado
Movimentados - Geral 09.06.xlsm,Geral,Embalagem,2026-06-08 00:00:00,019021424,CARTÃO QR,10800,10800,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Embalagem,2026-06-08 00:00:00,945,Folder SSAL,1270,1270,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Embalagem,2026-06-08 00:00:00,0190213114,Prato Base Cerâmica,1,1,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Embalagem,2026-06-08 00:00:00,0190213090,Flowpack LO Leite,9485,9485,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Embalagem,2026-06-08 00:00:00,0190213169,Caixa B2B 4 Bombons,374,374,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,9990111013,Polpa Cupuaçu,1.1,1.1,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,0140106004,Açúcar Demerara,6,6,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,9990111048,Café organico em graos,4,4,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,9990111020,Avelã,10.26,10.26,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,9990111006,Manteiga de Leite,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,0140106806,Açúcar Mascavo,16,16,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,9990111073,Castanha de Caju,0.45,0.45,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,0140106805,Açúcar refinado,52,37,-15,45.879000000000005,Verificar pos apontamento da produção,Não,Aguardando apontamento de produção
Movimentados - Geral 09.06.xlsm,Geral,Materia Prima,2026-06-08 00:00:00,1052,Milho tostado com mel mostarda,0.45,0,-0.45,72.45,Baixa Por Qualidade - Compra n aprovada,Não,Outros / não categorizado
Movimentados - Geral 09.06.xlsm,Geral,Mercadoria de Revenda,2026-06-08 00:00:00,05400001,Agua sem Gas em Lata 310ml,91,91,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Mercadoria de Revenda,2026-06-08 00:00:00,05400002,agua com Gas em Lata 310ml,60,60,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Outros Insumos,2026-06-08 00:00:00,0540001,Pão de queijo 70 gr,45,45,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Outros Insumos,2026-06-08 00:00:00,0540002,Pão de queijo com requeijão 100gr,20,20,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,960,960,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004009,MAGIO PF Xiba 81% 60g,552,552,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004097,Barra ES Leite com Avelã e Maracujá 80g,269,269,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,2100,2100,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004003,MAGIO PF Sakaguchi ao Leite 41% 60g,576,576,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004057,Barra ES ao Leite Praliné de Avelã 80g,222,220,-2,9.3636,Sumiu 2 unidades,Sim,Perda não identificada (possível furto)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,93,93,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004004,MAGIO PF Acará-Açu 75% 60g,114,114,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004043,Formigueiro Caramelo de Maracujá Cx 80g,60,60,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004161,Ovo Marajoara - Recheio de Cupuaçu 420g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004058,Barra ES Intenso Praliné de Avelã 80g,64,64,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,57,57,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto Acabado,2026-06-08 00:00:00,05004056,Barra ES Leite Praliné de Pistache 80g,158,158,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto em Processo,2026-06-08 00:00:00,0050321001,Barra 60g Terroir da Amazonia Saka ao le,517,517,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto em Processo,2026-06-08 00:00:00,0070303003,Nibs de Cacau - Yanomami (RR),36.295,36.25,-0.045000000000001705,1.8562500000000703,Baixa Por consumo Produção - Desvio,Sim,Baixa por consumo (processo semanal)
Movimentados - Geral 09.06.xlsm,Geral,Produto em Processo,2026-06-08 00:00:00,9990111046,Água com Gás - Acquamix,12,12,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,Produto em Processo,2026-06-08 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,11.796,11.796,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 09.06.xlsm,Geral,,2026-06-08 00:00:00,1096,Farinha Criscito,1,1,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213131,Caixa SSAL SIMPLES,402,0,-402,46632,"O vendedor enviou apenas 30 unidades, mas a NF foi dada entrada com valor integral.",Não,Outros / não categorizado
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213132,Envelope SSAL,372,0,-372,5580,"O vendedor enviou apenas 30 unidades, mas a NF foi dada entrada com valor integral.",Não,Outros / não categorizado
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213154,Candy Pad Caixa 7 camadas black,572,67,-505,5428.75,Transf.Pendente Para o Box - ok,Não,Transferência pendente
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213119,Sacola de Papel Tamanho G,141,102,-39,218.01,Saída Por faturamento pendente,Não,Pendência de faturamento
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213107,Caixa mini Lua Cheia ao Leite 100g,210,260,50,-102.49999999999999,Contagem Inventário errada. 50 unidades encontradas,Não,Recontagem necessária
Movimentados - Geral 10.06.xlsm,Geral,Embalagem,2026-06-09 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),707,757,50,-113.5,Erro de contagem - OK,Não,Recontagem necessária
Movimentados - Geral 10.06.xlsm,Geral,Materia Prima,2026-06-09 00:00:00,9990111062,Tucumã Liofilizado,2.625,1.3,-1.325,1419.6491224999997,"Contagem Inventário errada. Pacote com 0,025g - contado com 0,050g",Não,Recontagem necessária
Movimentados - Geral 10.06.xlsm,Geral,Materia Prima,2026-06-09 00:00:00,9990111031,Amêndoa,15.176,15.016,-0.16000000000000014,7.872000000000008,Desvio  Padrão,Não,Outros / não categorizado
Movimentados - Geral 10.06.xlsm,Geral,Materia Prima,2026-06-09 00:00:00,9990111010,Pistache,14.914,18.305,3.391,-469.92478000000006,Histórico de ajuste para menos no dia do inventario. Verificar informações.,Não,Ajuste de sistema pendente
Movimentados - Geral 10.06.xlsm,Geral,Outros Insumos,2026-06-09 00:00:00,05400009,Pão de queijo da canastra 40gr,335,425,90,-134.55,Venda Para Funcionário,Não,Outros / não categorizado
Movimentados - Geral 10.06.xlsm,Geral,Produto Acabado,2026-06-09 00:00:00,05104039,Bombom SF Ganache de Taperebá Int 10g,17,0,-17,13.4487,Sumiu 17 unidades,Sim,Perda não identificada (possível furto)
Movimentados - Geral 11-06.xlsm,Geral,Materia Prima,2026-06-10 00:00:00,9990111067,Bicarbonato de Sódio,2.3,2.6,0.30000000000000027,-4.425000000000004,Baixa de inventário é a exata diferença entre a qtd q temos e a qtd sistemica,,Outros / não categorizado
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,05004029,Caixa Folha Simples a Granel | 100g,221,211,-10,0,sumiram 11 unidades,,Outros / não categorizado
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,0190213131,Caixa SSAL SIMPLES,400,45,-355,41180,Restante das unidades com o fornecedor; a NF foi lançada sem o recebimento completo do pedido.,,Outros / não categorizado
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,190213154,Candy Pad Caixa 7 camadas black,70,65,-5,0,"O histórico de entrada da NF e as movimentações batem perfeitamente, mas temos apenas 65 unidades em estoque. Faltam 5 unidades",,Outros / não categorizado
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,0190213056,Envelope plastico transparente,500,200,-300,23.4,"A NF foi lançada em duplicidade, mas já foi cancelada. Há unidades a mais sem identificação. Solução: realizar ajuste.",Não,Erro fiscal (NF cancelada)
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,0190213138,Folder informação nutricional SSAL,961,963,2,-4.3,recontagem,,Recontagem necessária
Movimentados - Geral 11-06.xlsm,Geral,Produto Acabado,2026-06-10 00:00:00,05004002,PI Paiter Suruí 70% 60g,58,57,-1,4.3301,"Última transferência feita pelo Josué, mas tivemos confirmação da loja de que a movimentação foi realizada corretamente.",,Outros / não categorizado
Movimentados - Geral 11-06.xlsm,Geral,Embalagem,2026-06-10 00:00:00,0190213119,Sacola de Papel Tamanho G,134,95,-39,218.01,Alinhado entre Maurício e Matheus para dar baixa via faturamento toda semana para descontar as sacolas enviadas nas cortesias.,,Pendência de faturamento
Movimentados - Geral 11-06.xlsm,Geral,f,2026-06-10 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),700,699,-1,2.27,Alinhado entre Maurício e Matheus para dar baixa via faturamento toda semana para descontar as sacolas enviadas nas cortesias.,,Pendência de faturamento
Movimentados - Geral 11-06.xlsm,Geral,Materia Prima,2026-06-10 00:00:00,9990111023,Sorbitol em Pó,0.2,0,-0.2,14.8,"A NF foi lançada em duplicidade, o cancelamento foi realizado, mas ainda sobram 0,200 g sem estoque. Solução: dar baixa no estoque.",,Erro fiscal (NF cancelada)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213072,Caixa formigueiro Maracuja,71,43,-28,425.59999999999997,Item Ajustado - OK,Não,Ajuste de sistema pendente
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213088,Caixa cartonada rígida  18x12x4 azul M,30,30,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213100,Caixa cartonada rígida 24x18x5 azul G,3,3,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213125,Tampa Caixa 30 bombons,18,38,20,-284,Transf.pendente - OK,Não,Transferência pendente
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213117,Caixa 30 bombons,38,38,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213070,Caixa PI Paiter Suruí,67,77,10,-32.7,Item Ajustado - OK,Não,Ajuste de sistema pendente
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213138,Folder informação nutricional SSAL,975,979,4,-8.6,Item Ajustado - OK,Não,Ajuste de sistema pendente
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213127,Caixa SSAL TRIPLA,7,6,-1,68,Avaliação Qualidade,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213128,Caixa SSAL DUPLA,8,7,-1,76,Avaliação Qualidade,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213129,Caixa SSAL Redonda,6,5,-1,59,Avaliação Qualidade,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213120,Sacola Sebastião Salgado,51,50,-1,8.99,Avaliação Qualidade,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213091,Flowpack LO Leite c/ Praliné,1600,1600,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213104,Folha papel barrado Mágio,4100,4100,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213052,Luva LO 80GR ao leite com Praliné,2000,2000,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Embalagem,2026-05-11 00:00:00,0190213124,Forminha para Bombons Caixas,7500,7500,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,9990111013,Polpa Cupuaçu,2.2,1.8,-0.40000000000000013,12.395120000000004,Transf.pendente - OK,Não,Transferência pendente
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,9990111010,Pistache,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,9990111031,Amêndoa,6.176,6.126,-0.04999999999999982,3.099999999999989,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,03001001,Leite em Pó integral,156.1,156.1,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,9990111020,Avelã,30.44,30.44,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Materia Prima,2026-05-11 00:00:00,0140106805,Açúcar refinado,155,145,-10,30.586000000000002,Transf.pendente - OK,Não,Transferência pendente
Movimentados - Geral 11.05.xlsm,Geral,Mercadoria de Revenda,2026-05-11 00:00:00,05400001,Agua sem Gas em Lata 310ml,105,105,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Mercadoria de Revenda,2026-05-11 00:00:00,05400002,agua com Gas em Lata 310ml,78,78,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,1277,1165,-112,729.568,LEVANTAR LOTE,Não,Erro de lote (necessita ajuste)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004140,Língua de Onça Intenso Flowpack 11g,2175,2175,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004048,Biscoito Cast. Pará Cupulate 70% 150g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004007,MAGIO PF Sakaguchi 78% 60g,509,519,10,-217.53,Transf. Indevida - OK,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004043,Formigueiro Caramelo de Maracujá Cx 80g,51,51,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004047,Biscoito Cast. Pará Chocolate 60% 150g,5,5,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05104121,Poltrona Ilustre,132,0,-132,18.9288,Delay de Integração - OK,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004097,Barra ES Leite com Avelã e Maracujá 80g,183,183,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004161,Ovo Marajoara - Recheio de Cupuaçu 420g,4,4,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004160,Ovo Marajoara - Praliné de Avelã 420g,7,7,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto Acabado,2026-05-11 00:00:00,05004165,Trio de Mini Ovos 75g,106,106,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,Produto em Processo,2026-05-11 00:00:00,9990111046,Água com Gás - Acquamix,5,3,-2,0,Transferêcia feita hoje.,Não,Outros / não categorizado
Movimentados - Geral 11.05.xlsm,Geral,,2026-05-11 00:00:00,0540001,Pão de quejo 70 gramas,140,140,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 11.05.xlsm,Geral,,2026-05-11 00:00:00,0540002,Pão de quejo com requeijão,175,175,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 12.05.xlsm,Geral,Embalagem,2026-05-12 00:00:00,0190213072,Caixa formigueiro Maracuja,53,43,-10,152,ok,Não,Sem divergência real (falso positivo)
Movimentados - Geral 12.05.xlsm,Geral,Embalagem,2026-05-12 00:00:00,0190213106,Sacolas de papel tamanho M (32A x 23L),465,250,-215,675.1,"Recontar,NF 1542 recebida dia 07/05 - 400 unidades.",Não,Recontagem necessária
Movimentados - Geral 12.05.xlsm,Geral,Embalagem,2026-05-12 00:00:00,190213056,Envelope plastico transparente,2800,500,-2300,0,Recebimento Duplicado - NF 15471,Não,Outros / não categorizado
Movimentados - Geral 12.05.xlsm,Geral,Embalagem,2026-05-12 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),755,287,-468,1062.36,"Recontar,NF 1542 recebida dia 07/05 - 800 unidades.",Não,Recontagem necessária
Movimentados - Geral 12.05.xlsm,Geral,Embalagem,2026-05-12 00:00:00,190213097,Caixa Esfirra N3,0,100,100,0,Ajustar Saldo,Não,Ajuste de sistema pendente
